GeneName,geneid,baseMean,log2FoldChange,pvalue,padj
FPR2,2358,11.05050632,-1.008096306,0.000159099,0.000351166
,728233,488.7150432,0.341459939,0.000159181,0.000351306
MPV17L,255027,182.9819316,-0.560010691,0.000159514,0.000352002
TRIM37,4591,1851.342724,0.229716376,0.000159548,0.000352036
,157381,96.58065412,0.881956495,0.000159664,0.000352252
PFKM,5213,2678.632491,-0.330022903,0.00015985,0.000352621
NME8,51314,4.655895466,0.865436904,0.000159879,0.000352633
POMP,51371,3486.464225,0.261868488,0.000159892,0.000352633
TRIM38,10475,1091.324956,-0.34781526,0.00016021,0.000353293
ZNF792,126375,360.0882995,0.37524894,0.000160252,0.000353344
TEKT3,64518,3.79536191,-0.673970299,0.00016077,0.000354446
,5383,158.3670492,0.277740446,0.000160929,0.000354756
CHRNA3,1136,25.42737111,0.698261844,0.000161536,0.000356011
GLIPR1,11010,786.436492,-0.543847828,0.000161535,0.000356011
ZNF17,7565,267.7625693,-0.175282912,0.000161808,0.000356571
PCBP2,5094,20832.93192,0.157441523,0.000162332,0.000357683
SCTR,6344,0.950892481,-1.31452675,0.000163198,0.000359551
ZNF433,163059,330.8852602,0.208795692,0.000163518,0.000360215
MORF4L2,9643,10838.64254,-0.172776646,0.000163737,0.000360614
EGLN1,54583,2602.553724,-0.232069628,0.000163719,0.000360614
ZFYVE27,118813,1503.59211,0.224658312,0.000164049,0.000361259
GYLTL1B,120071,2031.892991,0.360654645,0.000164092,0.000361313
UHRF2,115426,2059.030591,-0.293640805,0.000164173,0.00036145
CCDC6,8030,5561.781993,0.29755407,0.000164225,0.000361521
SPHK1,8877,192.6980632,0.501666022,0.000164575,0.000362251
MACF1,23499,10667.32293,-0.325130324,0.000164734,0.000362559
COL18A1,80781,5978.861616,-0.378790349,0.000165048,0.000363209
CCDC15,80071,175.613704,0.460717117,0.000166544,0.000366458
ASIP,434,3.525978536,-1.068356219,0.000167241,0.000367949
OTOA,146183,24.14520493,0.798985521,0.000167534,0.000368552
,379013,144.5753811,0.641656132,0.000167581,0.000368613
SERPING1,710,9828.094857,-0.50451429,0.000167616,0.000368646
MRPL52,122704,1747.653789,0.402847001,0.000167719,0.000368831
SC5D,6309,10136.99895,-0.309509639,0.000168076,0.000369574
ZMAT1,84460,893.7228091,0.445240936,0.000168294,0.000370011
TNFSF10,8743,10257.31586,0.435784649,0.000168451,0.000370313
UBE2Q2,92912,2908.136462,-0.25837225,0.000168485,0.000370346
CBL,867,1098.399046,-0.331962706,0.000169645,0.000372853
TSPAN33,340348,1210.576862,0.344400874,0.000169734,0.000373006
ATP1B3,483,4051.520207,-0.240123988,0.000169874,0.00037327
MAFG,4097,1271.343491,-0.264360707,0.000170225,0.000373998
MICU1,10367,2747.750675,0.167669191,0.00017034,0.000374208
,79986,957.3133755,-0.522716205,0.000170585,0.000374704
ITIH2,3698,4.194769614,1.026224642,0.000170644,0.000374791
RNF25,64320,1221.279721,0.291585758,0.000170812,0.000375115
,286102,129.1699551,-0.338114595,0.000171056,0.000375608
CLPTM1,1209,8650.784462,0.227409315,0.000172113,0.000377885
DPYS,1807,242.7434864,-1.272388347,0.000172177,0.000377984
COL6A6,131873,3.197241229,-0.807703408,0.000172333,0.000378283
RHOU,58480,6964.213445,0.563023626,0.000172749,0.000379109
DNM1L,10059,3681.113702,-0.186279046,0.000172746,0.000379109
TMEM229A,730130,7.29748639,-1.175775022,0.000173143,0.000379929
URI1,8725,4440.525121,0.22310254,0.000173387,0.00038042
TMEM55A,55529,625.337205,-0.36249508,0.000173432,0.000380477
GUK1,2987,7290.325715,0.341185915,0.000173517,0.000380618
ZBED9,114821,665.607924,0.566802266,0.000173713,0.000381006
TCEAL3,85012,3221.249537,-0.278096128,0.000173881,0.00038133
NOTUM,147111,21.34301613,0.917765806,0.000174019,0.000381588
CDKN2B,1030,476.2849002,-0.475286903,0.000174175,0.000381888
CCDC17,149483,48.64637921,0.738795413,0.000174352,0.000382232
,677800,0.470349167,1.971448625,0.000175723,0.000385193
TMEM147,10430,3265.430255,0.324982192,0.00017623,0.000386226
NUTF2,10204,3798.06189,0.311897741,0.000176234,0.000386226
GLP1R,2740,11.39925239,1.323644797,0.000176382,0.000386506
FAM204A,63877,1462.44852,-0.180657949,0.000176455,0.00038662
RUNX1,861,1663.654585,-0.467625433,0.000176755,0.000387234
GFPT1,2673,12620.83752,0.315176795,0.000176987,0.000387698
ADAM23,8745,40.32521888,-0.72854453,0.000177228,0.000388181
,474338,428.4234992,0.245591552,0.000177253,0.00038819
LENG1,79165,627.2927932,0.294323583,0.000177565,0.00038883
STX5,6811,3762.090951,0.21720624,0.000177747,0.000389185
CRISP2,7180,43.97493075,-1.256816917,0.000178413,0.000390598
ATP6V1C1,528,3066.786652,0.255493991,0.000178717,0.000391218
NRBP1,29959,4712.847864,-0.152236903,0.000179122,0.00039206
MTHFD1L,25902,465.1545556,0.466058841,0.000179552,0.00039291
C8orf48,157773,5.859558585,-0.673317258,0.00017955,0.00039291
ARPC4,10093,7952.270456,0.23423721,0.000179722,0.000393238
PIK3CA,5290,742.4351879,-0.385317708,0.000179833,0.000393435
ST6GALNAC1,55808,1840.482903,0.713097691,0.000180272,0.000394351
VPS54,51542,2670.112868,0.300949964,0.000180531,0.000394874
RASSF8,11228,1536.655134,-0.412586734,0.000180973,0.000395794
GLDC,2731,263.3203893,1.289389705,0.000181259,0.000396375
FZD3,7976,456.2021847,-0.374236617,0.000181541,0.000396945
RDH5,5959,128.0014642,-0.629845171,0.000182176,0.000398289
GINS2,51659,266.7428039,0.549902439,0.000182293,0.000398498
HAT1,8520,2330.370866,0.227978978,0.000182332,0.000398539
GNB1,2782,19664.59122,0.143038714,0.000182843,0.00039961
ALG13,79868,1480.207131,0.194990603,0.000182881,0.000399647
TRADD,8717,1283.307825,0.341740135,0.000182928,0.000399705
GSK3A,2931,4236.213045,0.185866269,0.000183428,0.000400705
SGTB,54557,542.8138724,-0.394867053,0.000183418,0.000400705
CRP,1401,3.435239246,1.435644275,0.000183482,0.000400777
TBC1D20,128637,3191.243681,-0.135253295,0.000184281,0.000402477
ICOSLG,23308,640.8745964,0.342976845,0.000184395,0.00040268
ABCE1,6059,2787.106793,0.23442027,0.000184435,0.000402721
RCSD1,92241,349.2106191,-0.53209665,0.000184487,0.000402788
CFD,1675,1589.549843,-0.893309928,0.000185235,0.000404376
NGF,4803,23.78362846,-0.610863194,0.000185846,0.000405664
,84127,65.13119559,-0.624374792,0.000186289,0.000406585
AGTPBP1,23287,708.5760397,0.307353515,0.000186333,0.000406634
GRAPL,400581,2.923269718,-0.964724788,0.000186833,0.000407677
CTNNB1,1499,18690.56714,-0.204411662,0.000187654,0.000409423
DCAF8,50717,5363.022638,-0.119214533,0.000187692,0.000409459
LINGO1,84894,251.3951355,0.757441408,0.000187822,0.000409697
NOL11,25926,1847.45639,0.144449674,0.000187925,0.000409875
C16orf96,342346,11.79118041,-0.653944711,0.00018837,0.000410797
ELMSAN1,91748,2124.359143,-0.309940769,0.000188454,0.000410933
NPTXR,23467,3436.521461,0.35439643,0.000189407,0.000412964
TSPYL4,23270,2777.012719,-0.30141428,0.000189482,0.000413081
BTBD9,114781,1763.099026,0.214947978,0.0001897,0.00041351
MIP,4284,4.172552144,0.694037983,0.000189751,0.000413573
NIPA2,81614,2507.481987,0.290133844,0.000189948,0.000413955
LDLRAD3,143458,1568.395199,0.500684589,0.000190465,0.000414988
MSL3,10943,1097.741916,0.226239335,0.000190458,0.000414988
GBX2,2637,0.788534516,1.587109045,0.00019085,0.000415779
,158696,44.54399894,0.446830305,0.000191551,0.000417258
GAREM,64762,259.66176,-0.500442242,0.000192106,0.000418422
KATNAL2,83473,128.5232967,0.481985053,0.000192551,0.000419341
FLYWCH2,114984,1807.656048,0.305103125,0.000192632,0.000419471
ACAA1,30,6697.531636,0.310002743,0.000192971,0.00042016
KLHL20,27252,1022.178152,-0.372802626,0.000193251,0.000420724
VAT1,10493,6576.602067,-0.31063759,0.00019369,0.000421632
KRT78,196374,0.301306426,-1.817631322,0.000193758,0.000421731
CPA4,51200,5.000200931,-0.935558646,0.000194402,0.000423084
FAM166B,730112,28.45678596,0.909952214,0.00019504,0.000424424
CLDN7,1366,5476.417134,0.578720324,0.000195332,0.000425012
C17orf78,284099,0.658826609,1.414508438,0.00019541,0.000425134
SPTB,6710,219.2710843,-0.778422172,0.000195462,0.000425197
SATB2,23314,469.7974486,0.349259689,0.000195629,0.000425512
KLRC2,3822,13.09893657,0.996900248,0.000195714,0.00042565
SNAP47,116841,1564.092991,0.193334277,0.000197417,0.000429304
WFDC9,259240,0.331777056,-1.893870866,0.000197781,0.000430048
SYN1,6853,57.75908531,-0.540814111,0.000198041,0.000430564
TAF4,6874,820.8024402,0.217632086,0.000198332,0.000431134
NEMF,9147,1780.752431,-0.21397155,0.000198371,0.000431134
IGSF22,283284,33.04197715,-0.639619234,0.000198359,0.000431134
ME3,10873,819.9708755,0.565556395,0.000198515,0.000431358
PNPLA4,8228,1229.272832,0.196591915,0.000198519,0.000431358
WWP2,11060,4033.875131,0.286857607,0.000199174,0.000432731
NDUFA4L2,56901,314.4616353,0.568999886,0.000199409,0.000433193
TIMM17B,10245,2574.833656,0.314348575,0.000199823,0.000434043
IGFBP3,3486,4976.470369,-0.534294158,0.000199886,0.00043413
ESRRA,2101,2372.827044,0.319916133,0.000200696,0.000435791
DDX3X,1654,10964.69622,-0.222191023,0.000200679,0.000435791
PELP1,27043,4154.74096,0.301234056,0.000201165,0.000436759
BBC3,27113,293.8669359,0.478454832,0.000201331,0.000437058
TTC9,23508,852.7625903,0.319651777,0.000201348,0.000437058
FAU,2197,21414.45905,0.380817669,0.000201566,0.000437481
ALKBH3,221120,1122.290863,0.236097199,0.000201965,0.000438297
TFCP2L1,29842,1703.382627,-0.78926119,0.000203097,0.000440704
MGLL,11343,3546.757321,-0.468351333,0.000203297,0.000441087
SLC22A11,55867,8.831504557,0.955828132,0.000203439,0.000441345
BBOX1,8424,44.64302182,-1.003737639,0.000203659,0.000441774
,728276,0.528936191,1.61366868,0.000204433,0.000443402
POM121L2,94026,0.82705566,-1.207776004,0.000204603,0.000443721
TICRR,90381,62.70219246,0.476659005,0.000205623,0.000445882
AGFG2,3268,2822.410691,0.366052731,0.00020634,0.000447386
CACNB4,785,283.0959792,-0.577701609,0.000206452,0.000447578
TLDC2,140711,31.58851783,-0.548380999,0.000208669,0.000452332
GALR2,8811,3.58874731,0.705124394,0.000209191,0.000453413
MS4A14,84689,27.81584424,0.640327694,0.000209261,0.000453513
PCDHA12,56137,93.6044528,1.067028438,0.000209358,0.000453672
FAM227B,196951,86.80339811,-0.325083945,0.000209435,0.000453787
,100131998,90.39738448,-0.299209164,0.000209539,0.000453962
FAM114A1,92689,1466.401906,-0.421744504,0.000210256,0.000455463
NLRP10,338322,0.211891514,-1.806594406,0.000210497,0.000455934
TMEM9,252839,6950.893928,0.258870652,0.000210559,0.000456017
NGB,58157,1.462599925,-1.23725404,0.000210617,0.000456091
ZSWIM6,57688,873.5634565,-0.312577997,0.000210741,0.000456308
RHOBTB1,9886,724.2414833,-0.653766186,0.000210805,0.000456393
EIF2D,1939,3317.568309,0.171803688,0.000210868,0.000456478
ENHO,375704,200.3750493,-0.705554389,0.000211443,0.000457671
FAM81A,145773,321.7820873,0.705052457,0.000211736,0.000458255
PTX4,390667,4.121179084,1.08925409,0.000212076,0.000458938
IL1B,3553,97.55888378,-0.839750011,0.000212161,0.00045907
,768097,3.942093347,-0.744595851,0.000212199,0.0004591
LCN8,138307,0.96068397,-1.990830403,0.000212339,0.000459351
CCDC102A,92922,534.4420483,-0.35166406,0.000212559,0.000459775
CARD16,114769,132.9944873,-0.581490078,0.000212599,0.00045981
CYB561,1534,16987.93149,0.299713951,0.000213621,0.000461967
NAP1L1,4673,18272.45112,0.30873345,0.000214373,0.000463543
NIPBL,25836,3442.548003,-0.252701081,0.000214461,0.000463679
FUK,197258,1289.714666,0.270907762,0.000215104,0.000465016
MPP4,58538,2.928214732,0.761192071,0.000216285,0.000467464
TUBG1,7283,2164.660576,0.251537161,0.000216273,0.000467464
SPDYE1,285955,15.53823013,0.47025336,0.000216765,0.00046845
ARRDC2,27106,1529.475027,-0.421073423,0.000216845,0.00046857
ATN1,1822,11018.42153,-0.225383696,0.000217043,0.000468944
ZBTB24,9841,860.3891176,0.289341893,0.000217279,0.0004694
FAM120C,54954,574.2871221,-0.245294904,0.00021771,0.00047028
SAMHD1,25939,992.6963987,-0.534481511,0.000218837,0.00047266
PPP1R1C,151242,16.07865476,-1.325281845,0.000219452,0.000473936
FTSJ3,117246,3298.269995,0.180010022,0.000219865,0.000474774
SPATS2L,26010,4739.31733,-0.311271446,0.000220147,0.000475329
ILDR1,286676,1263.612229,-0.415770318,0.000220384,0.000475787
HAPLN4,404037,22.65643796,-0.938416924,0.000220881,0.000476807
CCDC177,56936,1.397711083,1.150122468,0.000221066,0.000477151
PCNX,22990,2583.524039,-0.262962631,0.000221104,0.000477179
ZNF391,346157,68.36446789,-0.492497933,0.000221169,0.000477265
PRMT3,10196,633.6131681,0.224842693,0.000221339,0.000477578
NXF1,10482,4993.211484,0.240189166,0.000222085,0.000479134
ZNF880,400713,640.2784886,0.35746737,0.000222649,0.000480296
ESCO2,157570,40.71510606,0.669803417,0.000222739,0.000480437
CLCN2,1181,298.9491304,0.335124832,0.000223199,0.000481376
CCDC141,285025,132.9801358,1.120460938,0.000223505,0.00048198
ZNF75D,7626,1005.617262,-0.278366265,0.000223561,0.000482047
GDNF,2668,6.782297709,-0.788286334,0.00022374,0.00048238
ABCA6,23460,62.9817654,-0.662540427,0.00022457,0.000484113
SFMBT2,57713,225.4900678,-0.654637863,0.000224841,0.000484642
PPP1R26,9858,2159.577594,0.26342887,0.000225139,0.000485232
TSEN2,80746,453.1034425,0.203200507,0.000225556,0.000486074
EPC1,80314,1003.335216,-0.403751338,0.000225764,0.000486469
BRE,9577,1379.45463,0.19061447,0.000226057,0.000487044
DERL3,91319,253.9212341,-0.752717629,0.000226633,0.00048823
C10orf128,170371,22.71169724,-0.669183458,0.000227467,0.000489973
PHLDB2,90102,1765.950855,-0.507809933,0.000227851,0.000490705
FGF9,2254,12.8975153,-0.732858982,0.000227858,0.000490705
SBNO1,55206,942.4962518,-0.550965547,0.000228234,0.000491458
ELOVL6,79071,489.4487898,0.458419276,0.000228738,0.000492458
IL17RC,84818,4055.802454,0.307426298,0.00022875,0.000492458
C1orf109,54955,880.7604935,0.198994856,0.000230152,0.000495422
SRA1,10011,2050.862488,0.296026314,0.000230358,0.000495808
RBL2,5934,5909.297098,-0.300590579,0.000230988,0.00049711
TM6SF1,53346,167.2784672,-0.352058708,0.000231702,0.000498588
FAM179A,165186,22.03101248,0.860158864,0.000232399,0.000500007
MLXIP,22877,2024.771949,-0.396448594,0.000232413,0.000500007
LILRA1,11024,11.33508359,-0.723346773,0.000232606,0.000500365
MARCH5,54708,3084.864443,0.262061547,0.000232747,0.000500557
BTN3A1,11119,1322.917634,-0.339435215,0.000232722,0.000500557
C19orf35,374872,17.75894784,-0.564531001,0.000233482,0.000502081
PSMB2,5690,3872.105233,0.16579404,0.000233626,0.000502334
CDC42SE1,56882,5956.172482,0.219357107,0.000234013,0.000503109
PLD3,23646,11437.77509,-0.22017106,0.000234259,0.000503582
ZNF551,90233,227.4948584,-0.424012131,0.000234289,0.00050359
ACAP2,23527,2030.985803,-0.282185132,0.000234718,0.000504456
ZNF277,11179,1095.603263,0.225567573,0.000234869,0.000504723
KIAA1033,23325,2085.918442,-0.260252526,0.00023688,0.000508988
SYNJ2BP,55333,4722.686082,0.33192377,0.000236917,0.000509009
MPPED2,744,1032.351458,-0.496071995,0.000237872,0.000511005
,100287569,21.50662475,0.791086883,0.000238052,0.000511334
GAL3ST2,64090,5.589762914,0.997665956,0.00023822,0.000511636
RGS17,26575,151.5404697,0.835777685,0.000238458,0.000512091
,284702,1083.785478,0.453749964,0.000239148,0.000513515
CCNG1,900,8664.233603,0.269418874,0.000239547,0.000514285
GPX1,2876,9141.231515,0.34873688,0.00023956,0.000514285
HEY1,23462,221.4239415,-0.442513014,0.000239963,0.000515091
CTNNA3,29119,3.301707304,-1.207366071,0.000240332,0.000515826
SRY,6736,1.144462021,-1.107182549,0.000240977,0.000517152
C8orf44,56260,81.32572278,0.308978232,0.00024134,0.000517873
ULK1,8408,3555.543082,0.201274522,0.000241517,0.000518195
ZNF773,374928,340.8419284,0.196065189,0.000241583,0.000518278
APOPT1,84334,1176.878758,0.296073188,0.000242102,0.000519333
CRIP1,1396,701.285289,-0.727993141,0.000243281,0.000521804
THOC5,8563,1355.935104,0.243971486,0.000243442,0.000522051
STK17A,9263,797.6450135,-0.287267702,0.000243451,0.000522051
CHADL,150356,544.5557522,0.46922738,0.000245231,0.000525808
IL12RB2,3595,10.61781825,-0.81992592,0.000245272,0.000525839
LEPROTL1,23484,1596.863907,-0.218993764,0.000245435,0.000526128
RNF151,146310,0.533394709,1.727157387,0.000246149,0.000527601
RAD51B,5890,154.2301004,-0.384162662,0.000248148,0.000531824
RARRES2,5919,2249.276644,-0.627009266,0.00024899,0.00053357
ST6GAL2,84620,120.7952097,-0.7336063,0.000249239,0.000534044
INO80C,125476,553.4254543,0.268337478,0.000249306,0.000534127
TOM1L1,10040,3114.921767,0.319346918,0.000249593,0.000534682
GIMAP8,155038,396.6897546,-0.457598707,0.000250123,0.000535758
GALNTL6,442117,40.97295012,0.916563229,0.000250522,0.000536553
RFX7,64864,962.0913859,-0.281618022,0.000250836,0.000537166
WNT5B,81029,2546.799574,-0.424113395,0.000250893,0.000537227
UBLCP1,134510,1100.572066,-0.163976853,0.000251459,0.000538377
NFKB1,4790,2742.616857,-0.256077384,0.000252242,0.000539994
44M2.3,81691,666.1073133,0.407263554,0.000252586,0.000540671
CTRL,1506,15.07939042,0.703129216,0.000252773,0.000541011
ETV4,2118,115.8852108,-0.712387874,0.000252941,0.000541309
FOXG1,2290,0.957908291,1.976360781,0.000252991,0.000541355
,100133161,123.0676137,0.503666588,0.000254087,0.000543641
MCRS1,10445,2637.341764,0.203694053,0.000254308,0.000544051
MCMBP,79892,2494.888091,-0.164054827,0.000254962,0.000545389
TMEM109,79073,6619.537219,-0.209581346,0.000255345,0.000546147
PHAX,51808,981.4872544,-0.183685466,0.000256294,0.000548117
AQP11,282679,469.1284939,0.575180292,0.000257231,0.00055006
TNFSF15,9966,111.5087462,-0.748225493,0.000258684,0.000553104
ZNF347,84671,294.5121068,-0.356846566,0.00025875,0.000553183
LIMK2,3985,3428.352181,-0.269652359,0.000260383,0.000556613
MKKS,8195,2281.74872,-0.19258185,0.000260446,0.000556686
PRKG2,5593,347.7584461,-0.899622946,0.000260589,0.000556929
TRIM58,25893,265.1696082,0.768038774,0.000260869,0.000557465
ABRA,137735,21.02987366,-1.20208263,0.000261829,0.000559454
IRX1,79192,9.3579445,-1.569805197,0.000262322,0.000560444
PABPC3,5042,858.7903949,0.403666793,0.000262831,0.000561469
,768096,15.86181605,-0.592852311,0.000263234,0.000562267
IQSEC1,9922,5129.628076,0.201540615,0.000263436,0.000562636
HIVEP2,3097,1730.761331,-0.314633858,0.000263864,0.000563488
ATG7,10533,1654.232287,0.206131366,0.000264286,0.000564326
ANXA3,306,4353.45592,0.402655346,0.000265544,0.000566948
PRRC2C,23215,7312.938469,-0.298785708,0.000267727,0.000571545
BHLHE22,27319,23.95758602,-0.776692616,0.000268528,0.000573192
MYCN,4613,6.147263321,-0.734183778,0.000268624,0.000573332
TGM4,7047,30390.80503,-1.59848346,0.000268934,0.000573931
POMGNT2,84892,1465.745006,-0.194877511,0.000269334,0.00057472
KBTBD12,166348,27.07785994,-0.969062065,0.000269391,0.000574778
PIGO,84720,2698.689098,0.31217407,0.000269696,0.000575364
LRRK1,79705,1275.885333,-0.417986517,0.00027,0.000575947
HNRNPU,3192,21234.21305,0.151677185,0.000270669,0.00057731
PEA15,8682,10210.80507,-0.25049823,0.000270928,0.000577798
KDELC1,79070,153.1624656,-0.356090359,0.000271886,0.000579778
GALNT13,114805,106.177871,-0.902045272,0.000272191,0.000580362
PDIK1L,149420,818.8048199,0.26374399,0.000272396,0.000580735
KHDRBS3,10656,864.3840938,0.733877468,0.000273016,0.000581993
USP37,57695,923.8492784,-0.227854425,0.000273063,0.000582027
NMNAT1,64802,595.0406279,-0.171794035,0.000273208,0.000582272
ADPRH,141,878.1173565,-0.398641942,0.000273354,0.000582517
GSR,2936,3562.68131,-0.355522416,0.00027385,0.000583511
CMYA5,202333,657.3732289,-0.689709702,0.000273959,0.000583676
UBE2J1,51465,8520.495791,0.290063981,0.000274422,0.000584599
JTB,10899,7618.655492,0.278366847,0.000274637,0.000584992
ATF2,1386,980.3902137,-0.429676374,0.000275336,0.000586415
ZNF582,147948,190.367209,0.221622102,0.000275879,0.000587506
PDE7A,5150,1434.605427,0.319737008,0.000276033,0.000587769
ALAS1,211,2616.488651,-0.251051404,0.00027616,0.000587972
,100132832,9.282096351,0.493864357,0.000276255,0.000588111
GPATCH2L,55668,436.13504,-0.354311554,0.000276656,0.000588898
POMGNT1,55624,5826.271246,0.242443254,0.000276732,0.000588994
NHP2L1,4809,7066.573781,0.243540353,0.000277217,0.000589907
MYH2,4620,41.21068808,-1.543011104,0.000277222,0.000589907
B4GALT1,2683,7875.982758,-0.301167704,0.000278803,0.000593204
PRDM10,56980,612.4110457,0.258187642,0.000279467,0.000594552
ATXN7L2,127002,140.6591936,0.313942966,0.000279559,0.000594681
PDS5B,23047,2295.15912,-0.288237151,0.000279953,0.000595387
ZNF208,7757,60.50559876,-0.721000078,0.000279932,0.000595387
NDUFA11,126328,5871.144168,0.367526761,0.000280497,0.000596477
